title;descriptionHtml;status;totalInventory;mediaCount.count;metafield.value;metafield;sku;id;Cod. Modelo;Colecao;Cod. Gr.;Desc. Gr.;Cod. Subgr.;Desc. Subgr.;Cod. Prod.;Desc. Produto;Markup Aplic;Pr. Custo;Pr Venda unit;Faixa de Preco;Gde. Gr.;Metal;Cor Padrao;Desc Cor;Sub Nivel;Tab. Pr.;Foto;Encomendavel;Status;Estoque;STATUS_FINAL;Data Inclusao;Peso;Classificacao;Linha
Pingente Você - P | Ouro Branco 18K com Ródio Negro e Diamantes;Pingente P em Ródio Negro cravejado com diamantes. <br>Personalize seu visual com iniciais e brinque com o estilo. <br>Adicione charme único ao seu look.<br><br>VOCÊ É FEITO PARA VOCÊ<br>;ACTIVE;147;12;;;PI01666;gid://shopify/ProductVariant/47832747704615;VOCE;VOCE;PI;LETRA;DI;DIAMANTE INCOLOR;PI01666;PINGENTE P OBN, LETRA K, D ±0,05CT;8.48;85.16;4500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01666.JPG;Sim;Ativo;0.0;ATIVO;2024-02-07;0.7;COM;PING CRAV
Pingente Você - P | Ouro Branco 18K com Ródio Negro e Diamantes;Pingente P em Ródio Negro cravejado com diamantes. <br>Personalize seu visual com iniciais e brinque com o estilo. <br>Adicione charme único ao seu look.<br><br>VOCÊ É FEITO PARA VOCÊ<br>;ACTIVE;147;12;;;PI01667;gid://shopify/ProductVariant/47832747770151;VOCE;VOCE;PI;LETRA;DI;DIAMANTE INCOLOR;PI01667;PINGENTE P OBN, LETRA L , D ±0,03CT;13.39;54.01;4500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01667.JPG;Sim;Ativo;3.0;ATIVO;2024-02-07;0.5;COM;PING CRAV
Pingente Você - P | Ouro Branco 18K com Ródio Negro e Diamantes;Pingente P em Ródio Negro cravejado com diamantes. <br>Personalize seu visual com iniciais e brinque com o estilo. <br>Adicione charme único ao seu look.<br><br>VOCÊ É FEITO PARA VOCÊ<br>;ACTIVE;147;12;;;PI01668;gid://shopify/ProductVariant/47832747835687;VOCE;VOCE;PI;LETRA;DI;DIAMANTE INCOLOR;PI01668;PINGENTE P OBN, LETRA M, D ±0,07CT;6.42;110.49;4500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01668.JPG;Sim;Ativo;1.0;ATIVO;2024-02-07;1.0;COM;PING CRAV
Pingente Você - P | Ouro Branco 18K com Ródio Negro e Diamantes;Pingente P em Ródio Negro cravejado com diamantes. <br>Personalize seu visual com iniciais e brinque com o estilo. <br>Adicione charme único ao seu look.<br><br>VOCÊ É FEITO PARA VOCÊ<br>;ACTIVE;147;12;;;PI01669;gid://shopify/ProductVariant/47832747901223;VOCE;VOCE;PI;LETRA;DI;DIAMANTE INCOLOR;PI01669;PINGENTE P OBN, LETRA N , D ±X,XXCT;27.25;26.55;4500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01669.JPG;Sim;Ativo;0.0;ATIVO;2024-02-07;0.5;COM;PING CRAV
Pingente Você - P | Ouro Branco 18K com Ródio Negro e Diamantes;Pingente P em Ródio Negro cravejado com diamantes. <br>Personalize seu visual com iniciais e brinque com o estilo. <br>Adicione charme único ao seu look.<br><br>VOCÊ É FEITO PARA VOCÊ<br>;ACTIVE;147;12;;;PI01670;gid://shopify/ProductVariant/47832747966759;VOCE;VOCE;PI;LETRA;DI;DIAMANTE INCOLOR;PI01670;PINGENTE P OBN,LETRA O, D ±0,06CT;7.65;92.75;4500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01670.JPG;Sim;Ativo;0.0;ATIVO;2024-02-07;0.7;COM;PING CRAV
Pingente Você - P | Ouro Branco 18K com Ródio Negro e Diamantes;Pingente P em Ródio Negro cravejado com diamantes. <br>Personalize seu visual com iniciais e brinque com o estilo. <br>Adicione charme único ao seu look.<br><br>VOCÊ É FEITO PARA VOCÊ<br>;ACTIVE;147;12;;;PI01671;gid://shopify/ProductVariant/47832748032295;VOCE;VOCE;PI;LETRA;DI;DIAMANTE INCOLOR;PI01671;PINGENTE P OBN, LETRA P , D ±X,XXCT;27.25;26.55;4500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01671.JPG;Sim;Ativo;0.0;ATIVO;2024-02-07;0.5;COM;PING CRAV
Pingente Você - P | Ouro Branco 18K com Ródio Negro e Diamantes;Pingente P em Ródio Negro cravejado com diamantes. <br>Personalize seu visual com iniciais e brinque com o estilo. <br>Adicione charme único ao seu look.<br><br>VOCÊ É FEITO PARA VOCÊ<br>;ACTIVE;147;12;;;PI01672;gid://shopify/ProductVariant/47832748097831;VOCE;VOCE;PI;LETRA;DI;DIAMANTE INCOLOR;PI01672;PINGENTE P OBN, LETRA Q, D ±0,05CT;9.02;80.04;4500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01672.JPG;Sim;Ativo;0.0;ATIVO;2024-02-07;0.6;COM;PING CRAV
Pingente Você - P | Ouro Branco 18K com Ródio Negro e Diamantes;Pingente P em Ródio Negro cravejado com diamantes. <br>Personalize seu visual com iniciais e brinque com o estilo. <br>Adicione charme único ao seu look.<br><br>VOCÊ É FEITO PARA VOCÊ<br>;ACTIVE;147;12;;;PI01673;gid://shopify/ProductVariant/47832748163367;VOCE;VOCE;PI;LETRA;DI;DIAMANTE INCOLOR;PI01673;PINGENTE P OBN, LETRA R, D ±0,06CT;7.92;91.31;4500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01673.JPG;Sim;Ativo;2.0;ATIVO;2024-02-07;0.8;COM;PING CRAV
Pingente Você - P | Ouro Branco 18K com Ródio Negro e Diamantes;Pingente P em Ródio Negro cravejado com diamantes. <br>Personalize seu visual com iniciais e brinque com o estilo. <br>Adicione charme único ao seu look.<br><br>VOCÊ É FEITO PARA VOCÊ<br>;ACTIVE;147;12;;;PI01674;gid://shopify/ProductVariant/47832748228903;VOCE;VOCE;PI;LETRA;DI;DIAMANTE INCOLOR;PI01674;PINGENTE P OBN, LETRA S , D ±0,05CT;9.17;78.91;4500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01674.JPG;Sim;Ativo;1.0;ATIVO;2024-02-07;0.7;COM;PING CRAV
Pingente Você - P | Ouro Branco 18K com Ródio Negro e Diamantes;Pingente P em Ródio Negro cravejado com diamantes. <br>Personalize seu visual com iniciais e brinque com o estilo. <br>Adicione charme único ao seu look.<br><br>VOCÊ É FEITO PARA VOCÊ<br>;ACTIVE;147;12;;;PI01675;gid://shopify/ProductVariant/47832748294439;VOCE;VOCE;PI;LETRA;DI;DIAMANTE INCOLOR;PI01675;PINGENTE P OBN, LETRA T, D ±0,03CT;12.23;58.77;4500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01675.JPG;Sim;Ativo;0.0;ATIVO;2024-02-07;0.5;COM;PING CRAV
Pingente Você - P | Ouro Branco 18K com Ródio Negro e Diamantes;Pingente P em Ródio Negro cravejado com diamantes. <br>Personalize seu visual com iniciais e brinque com o estilo. <br>Adicione charme único ao seu look.<br><br>VOCÊ É FEITO PARA VOCÊ<br>;ACTIVE;147;12;;;PI01676;gid://shopify/ProductVariant/47832748359975;VOCE;VOCE;PI;LETRA;DI;DIAMANTE INCOLOR;PI01676;PINGENTE P OBN, LETRA U, D ±0,05CT;8.61;83.87;4500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01676.JPG;Sim;Ativo;0.0;ATIVO;2024-02-07;0.7;COM;PING CRAV
Pingente Você - P | Ouro Branco 18K com Ródio Negro e Diamantes;Pingente P em Ródio Negro cravejado com diamantes. <br>Personalize seu visual com iniciais e brinque com o estilo. <br>Adicione charme único ao seu look.<br><br>VOCÊ É FEITO PARA VOCÊ<br>;ACTIVE;147;12;;;PI01677;gid://shopify/ProductVariant/47832748425511;VOCE;VOCE;PI;LETRA;DI;DIAMANTE INCOLOR;PI01677;PINGENTE OBN, LETRA V , D ±0,04CT;10.08;71.61;4500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01677.JPG;Sim;Ativo;0.0;ATIVO;2024-02-07;0.6;COM;PING CRAV
Pingente Você - P | Ouro Branco 18K com Ródio Negro e Diamantes;Pingente P em Ródio Negro cravejado com diamantes. <br>Personalize seu visual com iniciais e brinque com o estilo. <br>Adicione charme único ao seu look.<br><br>VOCÊ É FEITO PARA VOCÊ<br>;ACTIVE;147;12;;;PI01678;gid://shopify/ProductVariant/47832748491047;VOCE;VOCE;PI;LETRA;DI;DIAMANTE INCOLOR;PI01678;PINGENTE P OBN, LETRA W, D ±0,07CT;6.09;118.04;4500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01678.JPG;Sim;Ativo;0.0;ATIVO;2024-02-07;1.0;COM;PING CRAV
Pingente Você - P | Ouro Branco 18K com Ródio Negro e Diamantes;Pingente P em Ródio Negro cravejado com diamantes. <br>Personalize seu visual com iniciais e brinque com o estilo. <br>Adicione charme único ao seu look.<br><br>VOCÊ É FEITO PARA VOCÊ<br>;ACTIVE;147;12;;;PI01679;gid://shopify/ProductVariant/47832748556583;VOCE;VOCE;PI;LETRA;DI;DIAMANTE INCOLOR;PI01679;PINGENTE P OBN, LETRA X, D ±0,04CT;9.13;79.08;4500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01679.JPG;Sim;Ativo;0.0;ATIVO;2024-02-07;0.7;COM;PING CRAV
Pingente Você - P | Ouro Branco 18K com Ródio Negro e Diamantes;Pingente P em Ródio Negro cravejado com diamantes. <br>Personalize seu visual com iniciais e brinque com o estilo. <br>Adicione charme único ao seu look.<br><br>VOCÊ É FEITO PARA VOCÊ<br>;ACTIVE;147;12;;;PI01680;gid://shopify/ProductVariant/47832748622119;VOCE;VOCE;PI;LETRA;DI;DIAMANTE INCOLOR;PI01680;PINGENTE P OBN, LETRA Y, D ±0,03CT;12.6;57.3;4500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01680.JPG;Sim;Ativo;0.0;ATIVO;2024-02-07;0.5;COM;PING CRAV
Pingente Você - P | Ouro Branco 18K com Ródio Negro e Diamantes;Pingente P em Ródio Negro cravejado com diamantes. <br>Personalize seu visual com iniciais e brinque com o estilo. <br>Adicione charme único ao seu look.<br><br>VOCÊ É FEITO PARA VOCÊ<br>;ACTIVE;147;12;;;PI01681;gid://shopify/ProductVariant/47832748687655;VOCE;VOCE;PI;LETRA;DI;DIAMANTE INCOLOR;PI01681;PINGENTE P OBN, LETRA Z, D ±0,05CT;7.51;96.16;4500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01681.JPG;Sim;Ativo;0.0;ATIVO;2024-02-07;0.9;COM;PING CRAV
Pingente Você - P | Ouro Branco 18K com Ródio Negro e Rubi;Sofisticado o pingente em ouro branco 18k com ródio negro e rubi, é a joia ideal para completar diversos estilos com elegância.;ACTIVE;7;3;;;PI01840;gid://shopify/ProductVariant/47837079732519;VOCE;VOCE;PI;PINGENTE;RU;RUBI;PI01840;PINGENTE P OBN , RUBI RED ±0,20CT;9.53;42.47;2500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01840.JPG;Sim;Ativo;2.0;ATIVO;2024-02-09;0.5;COM;PING CRAV
Pingente Você - P | Ouro Branco 18K e Safira Azul;"<p>Em ouro branco 18K, o pingente com safira azul é uma escolha refinada para quem busca sofisticação e estilo único.</p>
<p>*Corrente vendida separadamente, permitindo que você monte sua própria combinação única!<br><br>VOCÊ É FEITO PARA VOCÊ</p>";ACTIVE;7;3;;;PI01841;gid://shopify/ProductVariant/47837214769447;VOCE;VOCE;PI;PINGENTE;SA;SAFIRA;PI01841;PINGENTE P OB ,SAF AZUL RED ±0,20CT;9.66;41.89;2500.0;08. Ate 5.000;PA;OURO;OB;OURO BRANCO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01841.JPG;Sim;Ativo;2.0;ATIVO;2024-02-09;0.5;COM;PING CRAV
Pingente Você - P | Ouro Amarelo 18K e Esmeralda;"O pingente em ouro amarelo 18 k com esmeralda é uma joia clássica que eleva qualquer look com sua elegância atemporal.<br data-mce-fragment=""1"">";ACTIVE;9;3;;;PI01842;gid://shopify/ProductVariant/47837350592807;VOCE;VOCE;PI;PINGENTE;ES;ESMERALDA;PI01842;PINGENTE P OA , ESM RED ±0,14CT;8.36;64.54;3500.0;08. Ate 5.000;PA;OURO;OA;OURO AMARELO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01842.JPG;Sim;Ativo;4.0;ATIVO;2024-02-09;0.5;COM;PING CRAV
Pingente Você - M | Ouro Amarelo 18K e Safira Amarela;O pingente em ouro amarelo 18k com safira amarela é uma expressão de requinte e bom gosto, ideal para complementar seu estilo pessoal.;ACTIVE;6;3;;;PI01843;gid://shopify/ProductVariant/47837390602535;VOCE;VOCE;PI;PINGENTE;SA;SAFIRA;PI01843;PINGENTE M OA ,SAF AMARELA OVAL ±0,41CT;10.55;52.95;3500.0;08. Ate 5.000;PA;OURO;OA;OURO AMARELO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01843.JPG;Sim;Ativo;1.0;ATIVO;2024-02-09;0.8;COM;PING CRAV
Pingente Você - M | Ouro Branco 18K com Ródio Negro e Safira Vermelha;"<p>A combinação de ouro branco 18k ródio negro e safira vermelha no pingente cria uma aura de sofisticação e classe, adequada para todas as ocasiões.</p>
<p>*Corrente vendida separadamente, permitindo que você monte sua própria combinação única!<br><br>VOCÊ É FEITO PARA VOCÊ</p>";ACTIVE;7;3;;;PI01844;gid://shopify/ProductVariant/47837422911783;VOCE;VOCE;PI;PINGENTE;SA;SAFIRA;PI01844;PINGENTE M OBN , SAF VERM OVAL ±0,65CT;9.18;60.84;3500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01844.JPG;Sim;Ativo;2.0;ATIVO;2024-02-09;0.8;COM;PING CRAV
Pingente Você - M | Ouro Branco 18K com Ródio Negro e Safira Verde;"<p>Com sua beleza radiante, o pingente em ouro branco 18k com ródio negro e safira verde é uma joia de luxo e bom gosto que nunca perde seu brilho.</p>
<p>*Corrente vendida separadamente, permitindo que você monte sua própria combinação única!<br><br>VOCÊ É FEITO PARA VOCÊ</p>";ACTIVE;8;3;;;PI01845;gid://shopify/ProductVariant/47837456990503;VOCE;VOCE;PI;PINGENTE;SA;SAFIRA;PI01845;PINGENTE M OBN ,SAF VERDE OVAL ±0,56CT;10.45;53.46;3500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01845.JPG;Sim;Ativo;3.0;ATIVO;2024-02-09;0.8;COM;PING CRAV
Pingente Você - M | Ouro Amarelo 18K e Safira Lavanda;Do dia para a noite, o pingente em ouro amarelo 18 k com safira lavanda é perfeito para elevar seu look.;ACTIVE;6;3;;;PI01846;gid://shopify/ProductVariant/47837471637799;VOCE;VOCE;PI;PINGENTE;SA;SAFIRA;PI01846;PINGENTE M OA , SAF LAVANDA OVAL ±0,45CT;10.59;52.77;3500.0;08. Ate 5.000;PA;OURO;OA;OURO AMARELO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01846.JPG;Sim;Ativo;1.0;ATIVO;2024-02-14;0.8;COM;PING CRAV
Pingente Você - M | Ouro Branco 18K com Ródio Negro e Safira;O design do pingente em ouro branco 18k com ródio negro e safira é uma escolha inigualável para quem busca sofisticação.;DRAFT;7;0;;;PI01847;gid://shopify/ProductVariant/47837520724263;VOCE;VOCE;PI;PINGENTE;SA;SAFIRA;PI01847;PINGENTE M OBN ,SAF LAVANDA OVAL ±0,45CT;10.41;53.68;3500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01847.JPG;Sim;Ativo;2.0;ATIVO;2024-02-14;0.8;COM;PING CRAV
Pingente Você - M | Ouro Amarelo 18K e Safira Vermelha;Do casual ao formal, o pingente em ouro amarelo 18 k com safira vermelha é a joia perfeita para adicionar um toque de elegância a qualquer visual.;ACTIVE;7;3;;;PI01848;gid://shopify/ProductVariant/47837560668455;VOCE;VOCE;PI;PINGENTE;SA;SAFIRA;PI01848;PINGENTE M OA ,SAF VERMELHA OVAL ±0,42CT;10.1;55.33;3500.0;08. Ate 5.000;PA;OURO;OA;OURO AMARELO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01848.JPG;Sim;Ativo;2.0;ATIVO;2024-02-14;0.8;COM;PING CRAV
Pingente Você - M | Ouro Branco 18K com Ródio Negro e Safira Rosa;"<p>A beleza do pingente em ouro branco 18k com ródio negro e safira rosa é a escolha ideal para quem busca refinamento em cada detalhe.</p>
<p>*Corrente vendida separadamente, permitindo que você monte sua própria combinação única!<br><br>VOCÊ É FEITO PARA VOCÊ</p>";ACTIVE;8;3;;;PI01849;gid://shopify/ProductVariant/47837574070567;VOCE;VOCE;PI;PINGENTE;SA;SAFIRA;PI01849;PINGENTE M OBN ,SAF ROSA OVAL ±0,67CT;7.48;74.66;3500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01849.JPG;Sim;Ativo;3.0;ATIVO;2024-02-14;0.8;COM;PING CRAV
Pingente Você - P | Ouro Branco 18K com Ródio Negro e Safira azul;"<p>Com uma beleza única, o pingente em ouro branco 18k com ródio negro e safira azul é uma escolha sofisticada para todos os momentos.</p>
<p>*Corrente vendida separadamente, permitindo que você monte sua própria combinação única!<br><br>VOCÊ É FEITO PARA VOCÊ</p>";ACTIVE;8;3;;;PI01850;gid://shopify/ProductVariant/47837600973095;VOCE;VOCE;PI;PINGENTE;SA;SAFIRA;PI01850;PINGENTE P OBN ,SAF AZUL RED ±0,20CT;9.08;44.58;2500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01850.JPG;Sim;Ativo;3.0;ATIVO;2024-02-14;0.5;COM;PING CRAV
Pingente Você - P | Ouro Branco 18K com Ródio Negro e Esmeralda;A elegância e o charme do pingente em ouro branco 18k com ródio negro e esmeralda transforma qualquer look com facilidade e estilo.;ACTIVE;9;3;;;PI01851;gid://shopify/ProductVariant/47837638132007;VOCE;VOCE;PI;PINGENTE;ES;ESMERALDA;PI01851;PINGENTE P OBN , ESM RED ±0,14CT;12.35;43.7;3500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01851.JPG;Sim;Ativo;4.0;ATIVO;2024-02-14;0.5;COM;PING CRAV
Pulseira Você | Ouro Branco 18K;"Clássica pulseira em Ouro Branco 18k.<br>Uma joia sofisticada e atemporal. <br data-mce-fragment=""1"">";ACTIVE;18;4;;;PU02127T;gid://shopify/ProductVariant/47837716185383;VOCE;VOCE;PU;PULSEIRA;SP;SEM PEDRA;PU02127T;PUL OB M, VENEZIANA 0,80MM;4.58;88.36;2500.0;08. Ate 5.000;PA;OURO;OB;OURO BRANCO;CORRENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PU02127T.JPG;Sim;Ativo;6.0;ATIVO;2024-01-30;0.9;COM;PU S/P COR
Pulseira Você | Ouro Branco 18K;"Clássica pulseira em Ouro Branco 18k.<br>Uma joia sofisticada e atemporal. <br data-mce-fragment=""1"">";ACTIVE;18;4;;;PU02130T;gid://shopify/ProductVariant/47837716218151;VOCE;VOCE;PU;PULSEIRA;SP;SEM PEDRA;PU02130T;PUL OB G, VENEZIANA 0,80MM;4.3;94.01;2500.0;08. Ate 5.000;PA;OURO;OB;OURO BRANCO;CORRENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PU02130T.JPG;Sim;Ativo;2.0;ATIVO;2024-01-30;1.0;COM;PUL CRAV
Pingente Você - M | Ouro Branco 18K com Ródio Negro e Safira Azul;"<p>Transforme seu visual com o pingente em ouro branco 18k com ródio negro e safira azul, é uma joia que combina luxo e versatilidade com perfeição.</p>
<p>*Corrente vendida separadamente, permitindo que você monte sua própria combinação única!<br><br>VOCÊ É FEITO PARA VOCÊ</p>";ACTIVE;7;3;;;PI01852;gid://shopify/ProductVariant/47837731324199;VOCE;VOCE;PI;PINGENTE;SA;SAFIRA;PI01852;PINGENTE M OBN ,SAF AZUL OVAL ±0,48CT;0.45;1247.82;3500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01852.JPG;Sim;Ativo;2.0;ATIVO;2024-02-14;0.8;COM;PING CRAV
Pulseira Você | Ouro Amarelo 18K;"Elegante pulseira em Ouro Amarelo 18k.<br>Uma joia sofisticada e atemporal. <br data-mce-fragment=""1"">";ACTIVE;13;4;;;PU02131T;gid://shopify/ProductVariant/47837737779495;VOCE;VOCE;PU;PULSEIRA;SP;SEM PEDRA;PU02131T;PUL OA M, VENEZIANA 0,80MM;4.7;86.14;2500.0;08. Ate 5.000;PA;OURO;OA;OURO AMARELO;CORRENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PU02131T.JPG;Sim;Ativo;0.0;ATIVO;2024-01-30;0.9;COM;PUL S/P
Pulseira Você | Ouro Amarelo 18K;"Elegante pulseira em Ouro Amarelo 18k.<br>Uma joia sofisticada e atemporal. <br data-mce-fragment=""1"">";ACTIVE;13;4;;;PU02133T;gid://shopify/ProductVariant/47837737812263;VOCE;VOCE;PU;PULSEIRA;SP;SEM PEDRA;PU02133T;PUL OA G, VENEZIANA 0,80MM;4.42;91.54;2500.0;08. Ate 5.000;PA;OURO;OA;OURO AMARELO;CORRENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PU02133T.JPG;Sim;Ativo;3.0;ATIVO;2024-01-30;1.0;COM;PUL S/P
Pingente Você - M | Ouro Branco 18K e Safira;"<p>Seja qual for seu estilo, o pingente em ouro branco 18k com safira é uma escolha atemporal que reflete seu estilo com elegância.</p>
<p>*Corrente vendida separadamente, permitindo que você monte sua própria combinação única!<br><br>VOCÊ É FEITO PARA VOCÊ</p>";ACTIVE;6;3;;;PI01853;gid://shopify/ProductVariant/47837745938727;VOCE;VOCE;PI;PINGENTE;SA;SAFIRA;PI01853;PINGENTE M OB ,SAF AZUL OVAL ±0,48CT;9.39;59.5;3500.0;08. Ate 5.000;PA;OURO;OB;OURO BRANCO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01853.JPG;Sim;Ativo;1.0;ATIVO;2024-02-14;0.8;COM;PING CRAV
Pulseira Você | Ouro Branco 18K e Ródio Negro;"Moderna pulseira em Ouro Branco 18k e Ródio Negro.<br>Uma joia sofisticada e atemporal. <br data-mce-fragment=""1"">";ACTIVE;20;4;;;PU02137T;gid://shopify/ProductVariant/47837774414119;VOCE;VOCE;PU;PULSEIRA;SP;SEM PEDRA;PU02137T;PUL OBN M, VENEZIANA 0,80MM;5.02;80.6;2500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;CORRENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PU02137T.JPG;Sim;Ativo;7.0;ATIVO;2024-02-19;0.9;COM;PU S/P COR
Pulseira Você | Ouro Branco 18K e Ródio Negro;"Moderna pulseira em Ouro Branco 18k e Ródio Negro.<br>Uma joia sofisticada e atemporal. <br data-mce-fragment=""1"">";ACTIVE;20;4;;;PU02138T;gid://shopify/ProductVariant/47837774446887;VOCE;VOCE;PU;PULSEIRA;SP;SEM PEDRA;PU02138T;PUL OBN G, VENEZIANA 0,80MM;4.3;94.01;2500.0;08. Ate 5.000;PA;OURO;RN;RODIO NEGRO;CORRENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PU02138T.JPG;Sim;Ativo;3.0;ATIVO;2024-02-19;1.0;COM;PUL CRAV
Pingente Você - M | Ouro Amarelo 18K e Esmeralda;Com versatilidade excepcional, o pingente em ouro amarelo 18k e esmeralda é a joia definitiva para expressar sua personalidade com elegância.;ACTIVE;6;3;;;PI01856;gid://shopify/ProductVariant/47837840900391;VOCE;VOCE;PI;PINGENTE;ES;ESMERALDA;PI01856;PINGENTE M OA , ESM OVAL ±0,45CT;6.98;124.38;5500.0;07. De 5.000 a 10.000;PA;OURO;OA;OURO AMARELO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01856.JPG;Sim;Ativo;1.0;ATIVO;2024-02-23;0.8;COM;PING CRAV
Piercing Você | Ouro Amarelo 18K e Diamante;;DRAFT;0;2;;;PI01626;gid://shopify/ProductVariant/47837848076583;VOCE;VOCE;PIE;PIERCING;SP;SEM PEDRA;PI01626;PIER OA, PIERCING, 1 DIAMANTE;5.54;170.79;4900.0;08. Ate 5.000;PA;OURO;OA;OURO AMARELO;PIERCING;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01626.JPG;Nao;Inativo;0.0;INATIVO;2024-02-02;2.9;COM;BRINCO CRA
Pingente Você - P | Ouro Branco 18K com Ródio Negro e Esmeralda;"<p>Transforme seu visual com o pingente em ouro branco 18k e ródio negro com esmeralda, uma peça que combina luxo e versatilidade com perfeição.</p>
<p>*Corrente vendida separadamente, permitindo que você monte sua própria combinação única!<br><br>VOCÊ É FEITO PARA VOCÊ</p>";ACTIVE;7;3;;;PI01857;gid://shopify/ProductVariant/47837864591655;VOCE;VOCE;PI;PINGENTE;ES;ESMERALDA;PI01857;PINGENTE M OBN , ESM OVAL ±0,45CT;6.93;125.29;5500.0;07. De 5.000 a 10.000;PA;OURO;RN;RODIO NEGRO;PINGENTE;A;http://jackvartanian.net/cms/wp-content/uploads/fotos/PI01857.JPG;Sim;Ativo;2.0;ATIVO;2024-02-23;0.8;COM;PING CRAV
